battle_id,game_result,player_1_deck,player_2_deck,player_1_stats,player_2_stats
battle_1749536202.0,1-0,"['zap-ev1', 'executioner-ev1', 'freeze', 'elite-barbarians', 'boss-bandit', 'hog-rider', 'minion-horde', 'guards']","['archers-ev1', 'giant-snowball-ev1', 'miner', 'bomb-tower', 'ice-golem', 'skeletons', 'barbarian-barrel', 'balloon']","{'avg_elixir': 4.4, 'four_card_cycle': 13.0, 'elixir_leaked': 13.21, 'tower_hp': 7698}","{'avg_elixir': 2.8, 'four_card_cycle': 7.0, 'elixir_leaked': 4.76, 'tower_hp': 5254}"
battle_1749534962.0,1-0,"['royal-giant-ev1', 'wizard-ev1', 'skeletons', 'the-log', 'lightning', 'electro-spirit', 'fisherman', 'monk']","['goblin-barrel-ev1', 'dart-goblin-ev1', 'the-log', 'ice-spirit', 'goblin-gang', 'cannon', 'knight', 'princess']","{'avg_elixir': 3.6, 'four_card_cycle': 7.0, 'elixir_leaked': 2.17, 'tower_hp': 6864}","{'avg_elixir': 2.6, 'four_card_cycle': 9.0, 'elixir_leaked': 2.44, 'tower_hp': 6405}"
battle_1749533395.0,3-0,"['zap-ev1', 'goblin-giant-ev1', 'mother-witch', 'dark-prince', 'rage', 'mini-pekka', 'mega-minion', 'sparky']","['wizard-ev1', 'knight-ev1', 'tornado', 'barbarian-barrel', 'golem', 'night-witch', 'baby-dragon', 'lightning']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 4.75, 'tower_hp': 8099}","{'avg_elixir': 4.4, 'four_card_cycle': 12.0, 'elixir_leaked': 7.89, 'tower_hp': 0}"
battle_1749532692.0,1-0,"['goblin-giant-ev1', 'zap-ev1', 'sparky', 'elite-barbarians', 'dark-prince', 'electro-wizard', 'heal-spirit', 'rage']","['musketeer-ev1', 'skeletons-ev1', 'miner', 'balloon', 'barbarian-barrel', 'ice-golem', 'bomb-tower', 'giant-snowball']","{'avg_elixir': 3.9, 'four_card_cycle': 9.0, 'elixir_leaked': 3.34, 'tower_hp': 8683}","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 5.46, 'tower_hp': 3312}"
battle_1749532196.0,3-0,"['dart-goblin-ev1', 'wall-breakers-ev1', 'suspicious-bush', 'mighty-miner', 'cannon', 'spear-goblins', 'fire-spirit', 'the-log']","['wall-breakers-ev1', 'dart-goblin-ev1', 'suspicious-bush', 'boss-bandit', 'fire-spirit', 'spear-goblins', 'ice-spirit', 'the-log']","{'avg_elixir': 2.4, 'four_card_cycle': 7.0, 'elixir_leaked': 1.26, 'tower_hp': 10056}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 11.77, 'tower_hp': 0}"
battle_1749532063.0,1-0,"['musketeer-ev1', 'ice-spirit-ev1', 'earthquake', 'the-log', 'hog-rider', 'skeletons', 'mighty-miner', 'bomb-tower']","['wall-breakers-ev1', 'dart-goblin-ev1', 'boss-bandit', 'suspicious-bush', 'fire-spirit', 'ice-spirit', 'spear-goblins', 'the-log']","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 0.0, 'tower_hp': 6189}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 0.37, 'tower_hp': 6601}"
battle_1749531723.0,1-0,"['goblin-giant-ev1', 'zap-ev1', 'zappies', 'dark-prince', 'mini-pekka', 'bats', 'sparky', 'rage']","['musketeer-ev1', 'ice-spirit-ev1', 'earthquake', 'the-log', 'hog-rider', 'skeletons', 'mighty-miner', 'bomb-tower']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 1.03, 'tower_hp': 7690}","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 1.17, 'tower_hp': 6953}"
battle_1749531301.0,1-0,"['wall-breakers-ev1', 'dart-goblin-ev1', 'suspicious-bush', 'boss-bandit', 'fire-spirit', 'spear-goblins', 'ice-spirit', 'the-log']","['knight-ev1', 'goblin-drill-ev1', 'goblin-demolisher', 'inferno-tower', 'guards', 'ice-spirit', 'the-log', 'poison']","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 0.31, 'tower_hp': 8174}","{'avg_elixir': 3.3, 'four_card_cycle': 9.0, 'elixir_leaked': 2.91, 'tower_hp': 5237}"
battle_1749531211.0,1-0,"['mortar-ev1', 'bats-ev1', 'skeleton-king', 'miner', 'cannon-cart', 'goblin-gang', 'ice-wizard', 'arrows']","['skeletons-ev1', 'archers-ev1', 'rage', 'elixir-golem', 'arrows', 'goblin-machine', 'skeleton-king', 'night-witch']","{'avg_elixir': 3.4, 'four_card_cycle': 11.0, 'elixir_leaked': 2.23, 'tower_hp': 7272}","{'avg_elixir': 3.1, 'four_card_cycle': 9.0, 'elixir_leaked': 1.49, 'tower_hp': 7447}"
battle_1749530934.0,3-0,"['goblin-giant-ev1', 'zap-ev1', 'sparky', 'zappies', 'rage', 'mini-pekka', 'golden-knight', 'mega-minion']","['mortar-ev1', 'bats-ev1', 'skeleton-king', 'miner', 'cannon-cart', 'goblin-gang', 'ice-wizard', 'arrows']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 3.44, 'tower_hp': 9692}","{'avg_elixir': 3.4, 'four_card_cycle': 11.0, 'elixir_leaked': 15.57, 'tower_hp': 0}"
